"List of employers who were issued a positive Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011  and business location in 2017 (January-June)",,,,, 
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Positions Approved 
,,Gigg Express Inc.,"Mississauga, ON L4W 5L5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Golden Grain Bakery Inc.,"Stoney Creek, ON L8G 1E7",6332-Bakers,1
,,Grace Christian School of North York,"Toronto, ON M2H 2R9",4214-Early childhood educators and assistants,1
,,Grain of Salt Inc.,"Cambridge, ON N1R 6J4",6322-Cooks,1
,,GS Consulting Group Ltd.,"Toronto, ON M2M 3V3",1241-Administrative assistants,1
,,GTA Tax and Accounting Services Inc.,"Milton, ON L9T 5T9",1311-Accounting technicians and bookkeepers,1
,,Guruvayurappan Temple of Brampton,"Brampton, ON L6R 0J2",5244-Artisans and craftspersons,5
,,Hanmoto Inc.,"Toronto, ON M6J 3B1",6321-Chefs,1
,,Hapa Izakaya Toronto Restaurant Inc.,"Toronto, ON M6G 1B4",6322-Cooks,1
,,Harmony Nannies Inc.,"Etobicoke, ON M9C 4W4","4412-Home support workers, housekeepers and related occupations",1
,,Har-Paul Holdings Inc.,"Thunder Bay, ON P7E 5R7",6322-Cooks,1
,,Hayter's Turkey Product Inc.,"Dashwood, ON N0M 1N0","9617-Labourers in food, beverage and associated products processing",4
,,Hoshi Japanese Restaurant,"Peterborough, ON K9J 2T8",6322-Cooks,1
,,Host Hospitality Inc. o/a Hampton Inn,"Mississauga, ON L5S 1Z1","6313-Accommodation, travel, tourism and related services supervisors",1
,,HPG Sandhu Logistics Ltd.,"Brampton, ON L6S 6J2",6211-Retail sales supervisors,1
,,Huna Logistics Inc,"Mississauga, ON L5T 2T9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Hunt Design Associates Inc,"Markham, ON L3R 0J7",5223-Graphic arts technicians,1
,,Hupup & Faab Inc.,"Mississauga, ON L5W 1T2",6311-Food service supervisors,1
,,Hupup Inc,"Mississauga, ON L5W 1T2",6311-Food service supervisors,1
,,Hupup Ltd. O/A A&W Erin Mills,"Mississauge, ON L5M 2Z5",6311-Food service supervisors,2
,,Ikiru Sushi,"Fergus, ON N1M 1N6",6322-Cooks,1
,,IMJ Enterprises Inc,"Richmond Hill, ON L4C 3C7",7294-Painters and decorators (except interior decorators),1
,,Imperial Pest Control Inc.,"Brampton, ON L6P 2W7",6211-Retail sales supervisors,1
,,India Village Restaurant & Catering Ltd.,"Ancaster, ON L9G 4S4",6321-Chefs,2
,,Izakaya Ju Inc.,"Markham, ON L3R 4G9",6322-Cooks,1
,,Izakaya North York Inc,"Toronto, ON M5T 1R9",6322-Cooks,1
,,Izakaya Tsuki Inc.,"Richmond Hill, ON L4B 3B4",6322-Cooks,1
,,J.A.Y. Holdings Inc.,"Thornhill, ON L4J 3M8",6421-Retail salespersons,4
,,Jabistro Inc.,"Toronto, ON M5T 1R9",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,Jai Maa Ambe Corporation,"Ottawa, ON K1K 3P9",6211-Retail sales supervisors,1
,,Jay Jagannath Hospitality Inc.,"Bracebridge, ON P1L 1G4","6313-Accommodation, travel, tourism and related services supervisors",1
,,Jay Kali Inc o/a Subway Minden,"Minden, ON K0M 2K0",6311-Food service supervisors,1
,,Jeevan Construction Inc.,"Brampton, ON L6X 4G5",7294-Painters and decorators (except interior decorators),1
,,JMD Food Services Inc.,"Mississauga, ON L5V 1X7",6311-Food service supervisors,1
,,"JMS Health and Wellness, Inc.","Brampton, ON L6W 3R7",6341-Hairstylists and barbers,1
,,K.A.M. Thai Inc,"St. Catharines, ON L2R 3E9",6322-Cooks,2
,,Kabir Trucking Inc.,"Brampton, ON L6Y 2X7",1241-Administrative assistants,1
,,Kamiya Hairdressing Inc.,"Toronto, ON M5B 2R6",6341-Hairstylists and barbers,3
,,Karam & Harsh Inc.,"Woodbridge, ON L4H 0C4",6311-Food service supervisors,1
,,Karara The Indian Takeout Inc.,"Nepean, ON K2G 7B4",6322-Cooks,1
,,Karpaty Fine Foods Inc.,"Brampton, ON L7A 1A2",6322-Cooks,1
,,Kids and Company Ltd.,"Richmond Hill, ON L4B 4N4",4214-Early childhood educators and assistants,1
,,Kingyo Food Corp,"Toronto, ON M4X 1A8",6322-Cooks,3
,,Kinton Ramen 1 INC.,"Toronto, ON M5T 1R9",6322-Cooks,1
,,Kinton Ramen 2 Inc.,"Toronto, ON M5T 1R9",6322-Cooks,1
,,Kinton Ramen 3 Inc.,"Toronto, ON M5T 1R9",6322-Cooks,1
,,Kinton Ramen 4 Inc.,"Toronto, ON M5T 1R9",6322-Cooks,1
,,Kinton Ramen 5 INC.,"Toronto, ON M5T 1R9",6322-Cooks,1
,,Kiss Brands Inc.,"London, ON N6E 1V4",0631-Restaurant and food service managers,1
,,Kiss Multifoods Inc. DBA Taco Bell & KFC,"Milton, ON L9T 2R8",6311-Food service supervisors,1
,,Kyouka Canada Inc.,"Richmond Hill, ON L4B 3K9",6322-Cooks,1
,,La Bakeria Inc,"Toronto, ON M6J 1E8",6321-Chefs,1
,,La Taquiza Canada Inc.,"Richmond Hill, ON L4C 9T3",0631-Restaurant and food service managers,1
,,Lingan Cream House,"Scarbrough, ON M1X 0A7",0631-Restaurant and food service managers,1
,,LJP Corporation,"Mono, ON L9W 5X7",6321-Chefs,2
,,London Bridge Child Care Services Inc.,"London, ON N5X 1L1",4214-Early childhood educators and assistants,1
,,Mad Mexican Food Products Ltd.,"Toronto, ON M6S 3Z6",6321-Chefs,1
,,Madoi Restaurant,"Peterborough, ON K9H 3R4",6321-Chefs,1
,,,,6322-Cooks,2
,,Magnolia Floral and Garden Design,"Richmond Hill, ON L4E 3V1",5244-Artisans and craftspersons,1
,,Marcello's Pizzaria,"Vaughan, ON L4K 5Y6",6321-Chefs,1
,,Marima Hospitality Inc.,"Thornhill, ON L3T 3C3",6322-Cooks,1
,,Martias Limited,"Kitchener, ON N2P 2L6",6311-Food service supervisors,1
,,Mav Bremner Hair Inc.,"Toronto, ON M5J 3A6",6341-Hairstylists and barbers,1
,,Mav Exchange Hair Inc.,"Toronto, ON M5X 1E1",6341-Hairstylists and barbers,1
,,Milliken Meat Products Ltd.,"Markham, ON L3R 0B4","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Mississystems Inc.,"Mississauga, ON L5N 3M1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",2
,,Mistaan Catering & Sweets Inc.,"North York, ON M2H 2E1",6321-Chefs,1
,,Mokaben Inc.,"Toronto, ON M5S 1X5",6322-Cooks,1
,,My Lucky Spot - Entertainment,"Mississauga, ON L5N 3W8",0631-Restaurant and food service managers,1
,,My Sweet Tea Corporation,"Ottawa, ON K1R 6R5",0631-Restaurant and food service managers,1
,,Natco Pharma (Canada) Inc.,"Mississauga, ON L5N 5R1",1241-Administrative assistants,1
,,New Hot and Sour Restaurant,"Mississauga, ON L5V 3A4",6322-Cooks,2
,,New Mi Yang Inc,"Waterloo, ON N2L 5W6",6322-Cooks,1
,,Niagara Skydive Center Inc.,"Pelham, ON L3B 5N6","5254-Program leaders and instructors in recreation, sport and fitness",1
,,North America Insurance Depot Ltd.,"Etobicoke, ON M9V 2X5",1311-Accounting technicians and bookkeepers,1
,,North American Cargo Solutions Inc.,"Mississauga, ON L5P 1B1",1241-Administrative assistants,1
,,North American Midway Entertainment-Canada Co.,"Brantford, ON N3R 8A6",6316-Other services supervisors,10
,,,,6623-Other sales related occupations,30
,,,,"6722-Operators and attendants in amusement, recreation and sport",124
,,Octate McLeod Inc. o/a A&W,"Welland, ON L3C 1M3",6311-Food service supervisors,1
,,Odessa Deli and Desserts LTD,"Toronto, ON M6B 3H8",6311-Food service supervisors,1
,,Ohm Shree Ganesh Inc,"Kingston, ON K7P 0J2",0631-Restaurant and food service managers,1
,,Okhee Choi Ltd.,"Ottawa, ON K1R 5K4",6322-Cooks,1
,,Olympos Ltd,"Sudbury, ON P3C 1V8",6322-Cooks,1
,,Owl of Minerva Restaurant,"Toronto, ON M5T 3A5",6322-Cooks,1
,,Parkhill Bakery Ltd,"Peterborough, ON K9H 3G9",6311-Food service supervisors,1
,,Park's Sushi House Inc.,"Markham, ON L3R 9W4",6322-Cooks,1
,,Pegasus Campus Catering Inc.,"Toronto, ON M6K 3C1",6321-Chefs,1
,,Physiomed St. Catharines Inc.,"Mississauga, ON L4X 2Z2",3237-Other technical occupations in therapy and assessment,1
,,Polarais Travel and Tours,"Toronto, ON M2M 3X4",5223-Graphic arts technicians,1
,,Premium Sweets & Desserts Inc.,"Mississauga, ON L5S 1R6",6311-Food service supervisors,2
,,QJD Pekingduck (Markham) Restaurant Ltd,"Markham, ON L3R 1A3",6321-Chefs,2
,,R & R Nanua Inc.,"Brampton, ON L6Y 4M3",0631-Restaurant and food service managers,1
,,RANAS TRADING CORP,"Mississauga, ON L4W 4M1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,RDRL Inc.,"Red Lake, ON P0V 2M0",6311-Food service supervisors,1
,,,,6332-Bakers,1
,,Redberry Alberta Restaurants Inc.,"Mississauga, ON L4W 5L9",6311-Food service supervisors,2
,,Reif Windery Inc,"Niagara-on-the-Lake, ON L0S 1J0",2221-Biological technologists and technicians,1
,,Reyat Home Furniture & Kitchen Cabinets,"Mississauga, ON L5T 2G4","9224-Supervisors, furniture and fixtures manufacturing",1
,,Rhyme and Reason Day Care Inc.,"Etobicoke, ON M8W 3T9",4214-Early childhood educators and assistants,2
,,Robertson Amusements Ltd.,"Orangeville, ON L9W 3Z9","6722-Operators and attendants in amusement, recreation and sport",8
,,Rokan Laminating Co. Ltd.,"Mississauga, ON L5T 1L6",6211-Retail sales supervisors,1
,,Sahiba Inc.,"Brampton, ON L6Y 2X8",6211-Retail sales supervisors,1
,,Saigon House Restaruant Inc,"Brampton, ON L6T 5P1",6322-Cooks,2
,,Saisethsons Hospitality Group Inc.,"Woodbridge, ON L4H 1B5",6311-Food service supervisors,1
,,Saisethsons Hospitality Toronto Inc.,"Woodbrigdge, ON L4H 1B5",6311-Food service supervisors,1
,,Sakabar Inc.,"Toronto, ON M5T 1R9",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,Save Tax Solutions,"Mississauga, ON L4T 0A7",1311-Accounting technicians and bookkeepers,1
,,SG 786 Inc.,"Mississauga, ON L4Z 3L9",6311-Food service supervisors,1
,,Sher-E-Punjab Restaurant,"Toronto, ON M4K 1N7",6322-Cooks,2
,,Shillawon Restaurant&Catering Services Incorporated,"Ottawa, ON K1N 7R6",6322-Cooks,1
,,Shiso Tree Restaurant Ltd.,"Markham, ON L3R 4G9",6322-Cooks,1
,,Siali Corporation,"Chapleau, ON P0M 1K0",6311-Food service supervisors,1
,,Sima Sushi,"Kingston, ON K7L 1A5",6322-Cooks,1
,,Simply Green Home Services Inc.,"North york, ON M2J 5C1",6211-Retail sales supervisors,1
,,Siva's Family Restaurant,"Timmins, ON P4R 1A1",6322-Cooks,1
,,Sky Blue Sky Sandwich Company Ltd.,"Toronto, ON M5A 1K6",6332-Bakers,1
,,SNM International Limited,"Mississauga, ON L5S 1W1",1311-Accounting technicians and bookkeepers,1
,,SODI DESIGNS INC,"Toronto, ON M1H 2V5",7237-Welders and related machine operators,1
,,Soul Restaurants Canada Inc.,"Toronto, ON M2N 6K1",0621-Retail and wholesale trade managers,1
,,,,0631-Restaurant and food service managers,12
,,,,6311-Food service supervisors,67
,,Spirito Italia S.R.L Inc,"Mississauga, ON L5S 1R7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,St. Bede Child Care Centre,"Toronto, ON M1B 5H3",4214-Early childhood educators and assistants,1
,,Starbridge Restaurant Inc.,"Cambridge, ON N1R 8K5",6322-Cooks,1
,,Stephens Furniture Ltd,"Brampton, ON L6T 5T1",6345-Upholsterers,1
,,Suliko Catering Inc.,"Concord, ON L4K 1E8",0631-Restaurant and food service managers,1
,,Superior Seating Hospitality Inc,"Concord, ON L4K 0B3",6345-Upholsterers,1
,,Swaminarayan Gadi Ltd.,"Brampton, ON L6P 3A6",6311-Food service supervisors,1
,,Takbro Enterprises Limited,"Brampton, ON L6R 1W6",6211-Retail sales supervisors,2
,,Temple and Temple Tours Inc.,"Toronto, ON M4W 2G9","6313-Accommodation, travel, tourism and related services supervisors",1
,,Tharrenos Racing Stable Inc.,"Toronto, ON M9B 1S9",6563-Pet groomers and animal care workers,2
,,The Bombay Grill,"Hamilton, ON L8W 3K8",6322-Cooks,1
,,The Fertility and Reproductive Medicine Cnetre Inc.,"Toronto, ON M1T 0A2",1243-Medical administrative assistants,1
,,The IT Department Corp,"Ottawa, ON K1V 7P2",1241-Administrative assistants,1
,,The Jewel Event Centre,"Woodbridge, ON L4L 8M1",6321-Chefs,1
,,,,6332-Bakers,1
,,The Ki General Partnership Inc (Vancouver),"Toronto, ON M5J 2T3",6321-Chefs,1
,,The Lora Bay Corporation,"Thornbury, ON N0H 2B0","5254-Program leaders and instructors in recreation, sport and fitness",1
,,The Printed Drinkware Co.,"Concord, ON L4K 1W6",7381-Printing press operators,1
,,The Sound Post,"Toronto, ON M5S 1B4",5244-Artisans and craftspersons,1
,,Thunder Alley Group Inc.,"Toronto, ON M4W 3B8",6322-Cooks,1
,,Titus Furniture Ltd.,"Toronto, ON M3J 2N3",7272-Cabinetmakers,1
,,Torba Restaurants Inc.,"Schumacher, ON P0N 1G0",6311-Food service supervisors,5
,,Trattoria Giancarlo Ltd.,"Toronto, ON M6J 2N9",6322-Cooks,1
,,Trust Plus Overseas Affairs Consulting Inc.,"Toronto, ON M1T 3V3",1311-Accounting technicians and bookkeepers,1
,,United Meat Products Inc.,"Maple, ON L6A 3Y7","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Value-X Food Inc.,"Oakville, ON L6H 6Z9",0631-Restaurant and food service managers,1
,,Via Travel Inc.,"Mississauga, ON L5A 4E7","6313-Accommodation, travel, tourism and related services supervisors",1
,,Victoria Education Centre Inc.,"Richmond Hill, ON L4B 3Y3",4214-Early childhood educators and assistants,2
,,VILLAGGIO RISTORANTE INC,"Kleinburg, ON L0J 1C0",6321-Chefs,2
,,Vinnie Zucchini Corporation,"Vaughan, ON L4K 0A4",6321-Chefs,1
,,VMAT Restaurants Inc,"Waterloo, ON N2K 3C6",6321-Chefs,1
,,Vyadom Inc.,"Mississauga, ON L5W 1A6",6211-Retail sales supervisors,1
,,YDM Metal Inc,"Toronto, ON M1S 5L4",1311-Accounting technicians and bookkeepers,1
,,Young Park Martial Arts Inc.,"Hamilton, ON L9A 4V9","5254-Program leaders and instructors in recreation, sport and fitness",1
,,Yumei Sushi 2006 Ltd.,"Toronto, ON M4E 1E2",6321-Chefs,1
,,Yuzunohana Inc.,"Toronto, ON M5H 1W7",6311-Food service supervisors,1
,,Ziggy's Cycle & Sport Ltd.,"Kitchener, ON N2C 1G2",7445-Other repairers and servicers,1
,,Zuchter Berk Creative Caterers,"Toronto, ON M3B 2R7",6322-Cooks,1
,  Primary Agriculture,1010975 Ontario Ltd,"Norwich, ON N0J 1P0",8431-General farm workers,2
,,1046980 Ont Ltd,"Dundas, ON L9H 5E1",8431-General farm workers,1
,,,,8432-Nursery and greenhouse workers,4
,,1047588 Ontario Ltd,"Grand Bend, ON N0M 1T0",8431-General farm workers,12
,,1059066 Ontario Inc,"Windham Centre, ON N0E 2A0",8431-General farm workers,2
,,1088003 Ontario Limited,"Cottam, ON N0R 1B0",8432-Nursery and greenhouse workers,2
,,1095713 Ont o/a Mambo Produce,"Dover Centre, ON N0P 1L0",8432-Nursery and greenhouse workers,4
,,1118171 Ontario Ltd J Fran Farms,"Wallaceburg, ON N8A 4K9",8431-General farm workers,9
,,1137144 Ontario Ltd (Apollo Farms),"Leamington, ON N8H 3V5",8431-General farm workers,16
,,,,8432-Nursery and greenhouse workers,14
,,1167411 Ontario Ltd,"Langton, ON N0E 1G0",8431-General farm workers,1
,,1174724 Ont Inc. o/a Lepp Farms,"Virgil, ON L0S 1T0",8431-General farm workers,47
,,1187607 Ont Ltd O/A Munro Honey,"Alvinston, ON N0N 1A0",8431-General farm workers,4
,,1196977 Ontario Limited,"Leamington, ON N8H 3V8",8431-General farm workers,6
,,,,8432-Nursery and greenhouse workers,22
,,1221823 Ont Corporation o/a Peter Vichos Enterprises Ltd,"Kemptville, ON K0G 1J0",8431-General farm workers,6
,,1223875 Ontario Inc.,"East Gwillimbury, ON L9N 0G9",8432-Nursery and greenhouse workers,1
,,1244891 Ont Ltd. - Habenschuss Farms,"King, ON L7B 0L7",8431-General farm workers,2
,,1264290 Ontario Inc,"Dunnville, ON N1A 2W2",8432-Nursery and greenhouse workers,1
,,1266094 Ontario Ltd,"Ruthven, ON N0P 2G0",0822-Managers in horticulture,1
,,,,8432-Nursery and greenhouse workers,7
,,1269461 Ontario Inc / Everfresh Greenhouses,"Newcastle, ON L1B 1L9",8431-General farm workers,28
,,1287755 Ontario Inc. o/a Pinnacle Acres,"Leamington, ON N8H 3V5",8432-Nursery and greenhouse workers,5
,,1329606 Ontario Ltd,"Leamington, ON N8H 3V5",8432-Nursery and greenhouse workers,9
,,1329672 Ontario Ltd East Side Acres,"Leamington, ON N8H 3V7",8432-Nursery and greenhouse workers,13
,,1339106 Ont Ltd.,"Bradford, ON L3Z 2B1",8432-Nursery and greenhouse workers,2
,,1349130 Ont Inc,"Stoney Creek, ON L8E 4X8",8432-Nursery and greenhouse workers,4
,,1375200 Ontario Inc,"Toronto, ON M1W 3W6",8431-General farm workers,24
,,1385040 Ontario Inc,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,7
,,1389066 Ontario Ltd,"Owen Sound, ON N4K 5W4",8431-General farm workers,2
,,1454410 Ontario Inc,"Leamington, ON N8H 3V5",8432-Nursery and greenhouse workers,14
,,1464794 Ontario Inc,"Holland Landing, ON L9N 1P6",8431-General farm workers,52
,,1473534 Ontario Ltd o/a Tri-Lan Farms,"Chatham, ON N7M 5J7",8431-General farm workers,15
,,1524985 Ontario Ltd,"Tillsonburg, ON N4G 4G7",8431-General farm workers,4
,,1527136 Ontario Inc / Dyck Family Vineyards,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,6
,,1569347 Ontario Inc,"Collingwood, ON L9Y 3Y9",8431-General farm workers,7
,,1573903 Ontario Ltd.,"Dresden, ON N0P 1M0",8432-Nursery and greenhouse workers,7
,,1596141 Ontario Inc/Huronway Farms,"Brussels, ON N0G 1H0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,6
,,1628760 Ontario Inc,"Hillier, ON K0K 2J0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,1650607 Ontario Ltd,"St Catharines, ON L2R 6P9",8431-General farm workers,4
,,1758691 Ontario Inc.,"Holland Landing, ON L9N 1P6",8431-General farm workers,6
,,1787811 Ontario Inc,"Delhi, ON N4B 2W6",8431-General farm workers,2
,,1788140 Ontario Inc.,"Tillsonburg, ON N4G 4G7",8431-General farm workers,6
,,1788176 Ontario Inc,"Aylmer, ON N5H 2R3",8431-General farm workers,12
,,1802333 Ontario Inc,"Newmarket (Holland Marsh), ON L3Y 4V9",8431-General farm workers,2
,,1803581 Ontario Inc.,"Simcoe, ON N3Y 4K5",8431-General farm workers,7
,,1808278 Ontario Inc,"Leamington, ON N8H 3W2",8432-Nursery and greenhouse workers,44
,,1810820 Ontario Ltd,"La Salette, ON N0E 1H0",8431-General farm workers,18
,,1812219 Ontario Inc,"Tillsonburg, ON N4G 4G9",8431-General farm workers,3
,,1815652 Ontario Limited,"Mt Brydges, ON N0L 1W0",8431-General farm workers,10
,,1836933 Ont Inc. Thomas Lucey,"Langton, ON N0E 1G0",8431-General farm workers,7
,,1860363 Ontario Limited,"Delhi, ON N4B 2W4",8431-General farm workers,7
,,1863835 Ontario Ltd o/a SS Greenhouses,"Sarnia, ON N7T 7H2",8432-Nursery and greenhouse workers,1
,,1891997 Ontario Inc,"Simcoe, ON N3Y 4K1",8431-General farm workers,6
,,2131876 Ontario Ltd,"Aylmer, ON N5H 2R5",8431-General farm workers,156
,,2134265 Ontario Ltd.,"Delhi, ON N4B 2W4",8431-General farm workers,1
,,2156141 Ontario Limited / Sunnydale Farms,"Jordan Station, ON L0R 1S0",8431-General farm workers,29
,,2190140 Ontario Inc,"New Hamburg, ON N3A 2H1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,12
,,2202275 Ontario Limited,"Delhi, ON N4B 2X1",8431-General farm workers,29
,,2202558 Ontario Limited,"Picton, ON K0K 2T0",8431-General farm workers,4
,,2204054 Ontario Inc.,"Brantford, ON N3T 5L5",8431-General farm workers,27
,,2204936 Ontario Ltd,"Simcoe, ON N3Y 4J9",8431-General farm workers,12
,,2205281 Ontario Inc,"Simcoe, ON N3Y 4K1",8431-General farm workers,5
,,2205683 Ontario Inc,"Brantford, ON N3S 4A4",8431-General farm workers,18
,,2206388 Ontario Limited,"Simcoe, ON N3Y 4K1",8431-General farm workers,24
,,2222641 Ontario Limited,"Scotland, ON N0E 1R0",8431-General farm workers,7
,,2225131 Ontario Limited,"Clear Creek, ON N0E 1C0",8431-General farm workers,4
,,2225551 Ontario Limited,"La Salette, ON N0E 1H0",8431-General farm workers,13
,,2226550 Ontario Inc,"La Salette, ON N0E 1H0",8431-General farm workers,4
,,2226811 Ontario Ltd. c/o Michael Bouw,"Simcoe, ON N3Y 4J9",8431-General farm workers,7
,,2226883 Ontario Ltd,"Langton, ON N0E 1G0",8431-General farm workers,24
,,2226987 Ontario Ltd,"Scotland, ON N0E 1R0",8431-General farm workers,12
,,2227203 Ontario Limited,"Vanessa, ON N0E 1V0",8431-General farm workers,8
,,2229625 Ontario Limited c/o Amanda Cloes,"Delhi, ON N4B 2W6",8431-General farm workers,2
,,2229837 Ontario Inc,"Vanessa, ON N0E 1V0",8431-General farm workers,6
,,2229987 Ontario Inc,"Courtland, ON N0J 1E0",8431-General farm workers,7
